unitid,al01c01,al01c02,al01c04,al02c02,al02c01,al02c04,al04c01,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al07c02,al07c03,al07c04,al08c03,al08c04,al08c01,al04c02,al08c02,bl01,bl02,bl03,bl04,bl05,al01c03,al02c03,al07c01,al03c03,al03c04,al03c01,al03c02,al06c02,al06c03,al06c04,al06c01,genc01,genc02,genc03,genc04,varstrat,h_samp,smplwt,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c01","xl03c02","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
"189103","","1","","2","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","1","","","","","4","1","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10
"189112","1","1","0","4","9","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","4","0","0","0","","","5","0","1","0","12","14","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"275163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"189158","3","1","0","0","2","2","","","","","","1","0","","","","","","","","","1","","","","","0","10","","","","","","2","","","0","5","3","11","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"189167","2","1","0","10","18","14","1","0","0","1","1","0","0","0","0","0","0","0","3","2","1","","","","","","0","16","0","1","0","","","7","0","3","0","25","22","17","17","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189176","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189228","1","5","","11","5","7","1","","","","3","","","","","","","","5","","1","","","","","1","","8","","","","","","7","","","","12","27","8","7","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189237","1","1","0","7","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","4","0","0","0","","","2","0","0","0","8","11","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189246","1","4","","16","3","","","","","","1","","","","","","","","1","7","","","","1","1","","","","","","","","","5","","","","5","33","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"302812","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","","2","O","12",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"189264","3","2","0","7","14","6","3","0","1","2","3","0","0","0","0","0","0","0","4","6","2","","","","","","0","8","1","1","1","","","11","0","2","1","28","31","9","10","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189273","2","1","0","5","10","5","2","0","0","1","2","0","0","0","0","0","0","0","2","4","1","","","","","","0","5","1","1","0","","","7","0","1","0","18","20","6","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189282","1","1","0","8","7","5","1","0","0","0","1","0","0","0","0","0","0","0","2","4","3","","","","","","0","4","0","0","0","","","4","0","1","0","11","21","4","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189291","6","5","0","12","27","9","8","1","2","4","6","0","1","0","0","0","2","1","9","13","6","","","","","","0","13","3","3","2","","","24","1","5","2","59","66","20","20","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189307","2","1","0","6","11","5","2","0","1","1","2","0","0","0","0","0","0","0","2","4","1","","","","","","0","5","1","1","0","","","7","0","1","0","19","21","6","7","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189316","1","1","0","4","9","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","4","0","0","0","","","5","0","1","0","12","14","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189325","1","1","0","4","8","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","4","0","0","0","","","4","0","1","0","11","13","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189343","3","2","0","7","15","6","4","0","1","2","3","0","0","0","0","0","1","0","4","6","3","","","","","","0","8","1","1","1","","","12","0","2","1","30","33","10","10","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189389","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189398","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","1","0","0","0","3","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189413","16","13","0","24","60","17","19","3","7","10","16","1","3","0","0","0","4","4","22","32","14","","","","","","0","28","8","8","4","","","58","3","13","6","141","157","47","48","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189422","1","1","0","8","7","5","1","0","0","0","1","0","0","0","0","0","0","0","2","4","3","","","","","","0","4","0","0","0","","","4","0","1","0","11","21","4","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189459","4","4","0","13","14","11","2","0","0","0","1","0","0","0","0","0","0","0","1","4","0","","","","","","0","10","0","0","0","","","6","0","1","0","21","28","10","12","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"358213","0","1","0","3","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","1","4","0","0","2","O","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"299534","2","0","0","3","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","3","3","0","0","12","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189501","15","12","0","23","58","16","18","3","6","9","15","1","3","0","0","0","4","4","20","30","13","","","","","","0","26","8","8","4","","","55","2","12","5","133","148","44","45","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189547","22","12","13","77","118","118","","","","13","5","3","3","","","","","","40","","1","","","","","1","6","101","","","","","","66","","9","","193","161","110","143","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189574","12","12","0","28","31","25","6","0","0","1","4","0","2","0","0","0","2","0","4","11","1","","","","","","0","23","0","1","1","","","17","0","3","1","55","73","26","31","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189583","25","28","1","57","65","49","13","0","2","3","9","1","4","0","0","0","4","1","10","25","2","","","","","","1","46","0","3","3","","","38","1","8","3","119","159","56","68","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189592","3","3","","24","11","10","5","","1","","","","","","","","1","3","1","14","1","","","","","1","","12","","","","","","17","1","10","1","21","59","14","24","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189617","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189635","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","3","0","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189705","31","10","","29","151","","22","","","19","10","","","","","","","","41","23","24","","","","","1","","","13","","","","","75","","","2","279","171","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"306355","2","","","2","2","1","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","1","","1","","5","3","1","2","2","O","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"344142","1","1","0","1","0","1","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","1","2","1","1","13","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189811","0","0","0","4","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","1","0","0","0","","","1","0","0","0","3","6","1","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189839","10","3","","15","50","34","8","1","1","6","5","1","7","","","","","","9","7","2","","","","","1","","52","2","","","","","31","","9","","85","63","54","51","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189848","12","11","41","21","13","42","5","1","4","","","","6","","","","13","55","14","18","15","","","","","1","12","12","5","4","13","","","13","2","10","","49","78","44","171","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189857","5","4","0","8","21","6","6","1","2","3","5","0","1","0","0","0","1","1","6","10","4","","","","","","0","10","2","2","1","","","18","1","4","1","44","49","15","15","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189866","0","1","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","2","0","0","0","","","1","0","0","0","4","6","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189884","3","2","0","7","14","6","3","0","1","2","3","0","0","0","0","0","0","0","4","6","2","","","","","","0","8","1","1","0","","","11","0","2","1","28","31","9","9","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"307996","24","8","0","7","28","10","","","","","","","","","","","","","","","","","","","","","0","25","","","","","","","","","","52","15","25","10","2","O","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189918","5","6","0","15","16","14","3","0","0","0","2","0","0","0","0","0","0","0","2","5","0","","","","","","0","12","0","0","0","","","8","0","1","0","26","36","12","15","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189927","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189963","3","1","0","12","21","17","2","0","0","1","2","0","1","0","0","0","0","0","4","2","1","","","","","","0","22","1","1","1","","","10","0","4","0","32","28","23","23","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189981","4","3","1","3","9","3","","","","","","","","","","","","2","5","3","5","","","","","1","","5","","","","","","3","","1","","18","17","5","7","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"269980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"190008","0","0","0","5","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","0","1","0","0","0","","","1","0","0","0","4","8","1","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"326724","4","1","0","18","7","11","6","0","1","0","0","0","0","0","0","0","0","0","2","4","0","","","","","1","0","5","0","2","5","","","7","0","1","1","20","30","7","18","2","E","2",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"190044","72","26","1","20","165","12","22","2","1","25","8","1","1","1","","","11","3","59","28","12","","","","","1","1","16","35","","","","","124","2","17","10","388","219","33","35","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190053","10","4","","14","21","38","7","","1","2","","","5","","","","","","7","9","1","","","","","1","","51","","","","","","18","1","10","","47","46","52","54","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"353874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"190071","0","0","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","0","1","0","0","0","","","1","0","0","0","4","7","1","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"190080","5","9","","5","14","1","","","","1","2","","","","","","3","","7","","2","","","","","1","","4","","2","3","","","12","","8","","27","30","9","12","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190099","42","25","","56","187","18","7","4","6","14","6","","3","2","","","3","1","62","11","42","","","","","1","","6","43","","","","","125","6","32","7","362","267","19","60","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190114","10","8","0","18","42","13","13","2","4","6","10","1","2","0","0","0","3","2","14","21","9","","","","","","0","18","5","5","3","","","38","2","8","4","94","104","31","32","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"190150","421","512","4","517","1432","174","680","63","43","368","438","21","41","9","1","","17","17","699","553","158","","","","","1","10","471","241","222","78","","","1389","19","109","471","4312","3576","824","466","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190169","13","15","","19","24","19","8","","","","","","","","1","","8","","2","22","","","","","","1","","27","2","","","","","13","","8","3","52","69","36","27","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190248","6","","","10","21","17","8","11","9","3","1","","1","","1","","","","6","11","1","","1","1","","","","17","2","","","","","6","3","11","1","47","29","32","38","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"335100","2","4","2","2","2","1","","","","","","","","","","","","","","","","","","","","","1","0","","","","","","","","","","4","6","1","3","13","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"353342","","1","2","2","","1","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","","","3","","5","19","O","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,
"190372","13","9","1","8","48","23","4","3","3","10","2","6","1","","","","","2","15","19","","","","","","1","","94","2","1","2","","","26","","3","5","97","64","104","35","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190415","174","142","8","232","614","153","212","37","75","111","172","19","36","3","2","1","50","47","237","342","157","","","","","","6","257","90","94","52","","","621","33","138","65","1503","1669","498","510","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"190424","38","54","1","187","468","13","32","7","9","100","179","6","20","","","","2","9","43","73","25","","","1","","","","44","7","71","45","","","511","12","56","109","797","1029","142","153","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"190433","300","209","11","310","1385","90","1136","55","100","357","484","22","60","11","10","1","24","29","626","848","327","","","","","1","4","159","399","41","21","","","1832","22","236","185","4388","4021","337","548","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
