unitid,al01c01,al01c02,al01c04,al02c02,al02c01,al02c04,al04c01,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al07c02,al07c03,al07c04,al08c03,al08c04,al08c01,al04c02,al08c02,bl01,bl02,bl03,bl04,bl05,al01c03,al02c03,al07c01,al03c03,al03c04,al03c01,al03c02,al06c02,al06c03,al06c04,al06c01,genc01,genc02,genc03,genc04,varstrat,h_samp,smplwt,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c01","xl03c02","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
"186733","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"348603","2","1","0","3","3","1","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","5","4","0","1","11","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"272793","0","2","1","3","0","4","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","0","5","1","5","11","O","8",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"335544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"280352","2","3","0","0","0","5","","","","","","","","","","","","","","","","","","","","","0","25","","","","","","","","","","2","3","25","5","8","O","5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"186867","44","19","1","6","146","9","30","1","3","27","2","2","","1","","","7","2","98","22","36","","","","","1","","82","37","142","18","","","132","1","6","5","387","218","235","39","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"186876","26","10","","56","105","5","29","","1","17","11","","3","1","","","","","59","36","18","","","1","1","","","4","41","","","","","105","","11","5","282","237","4","20","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"186900","1","0","0","4","6","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","0","","","","","","0","3","0","0","0","","","3","0","0","0","9","10","3","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"320531","1","1","0","1","1","2","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","2","2","1","2","11","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"286226","2","1","0","0","1","0","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","3","1","2","0","3","E","12",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"186991","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187000","3","","","","11","","2","","1","","1","","0","","","","","","3","","1","","","1","","","","","","","","","","1","","3","0","19","3","","4","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10
"187046","13","8","","","","","18","","4","","","","","","","","","","","19","","1","","","","","","","","","","","","40","","","4","35","67","","4","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"286703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187134","31","10","","101","231","4","61","2","2","12","4","2","4","","1","","1","2","56","81","48","","","","","1","","2","63","","","","","160","1","62","13","467","404","9","74","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187198","18","7","","90","91","80","23","3","3","13","8","","1","1","","","7","","42","41","","","","","","1","","107","11","","","","","79","1","17","5","203","226","118","101","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187222","318","336","6","264","693","36","1044","143","260","269","587","139","98","0","0","0","25","31","313","1535","271","","","","","1","3","178","166","0","0","","","1214","59","154","124","2927","4207","547","585","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187231","16","13","0","25","63","17","20","3","7","10","16","1","3","0","0","0","4","4","22","33","15","","","","","","0","28","8","9","5","","","59","3","13","6","145","161","48","49","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187240","1","","","2","","13","1","1","","","2","","","","","","1","","","1","","","","1","","","","32","","","1","","","1","","1","","2","6","34","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187268","","2","","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","4","","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187347","","1","","1","","1","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","2","1","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187356","7","10","","16","21","6","3","1","1","1","2","","","","","","","","10","8","2","","","1","","","","6","2","6","1","","","16","","1","3","47","54","13","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187444","36","13","","123","196","","42","","","25","3","","","2","","","","","97","64","15","","","","","1","","","4","11","9","","","205","","","14","414","425","11","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187453","0","0","0","5","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","0","1","0","0","0","","","1","0","0","0","4","8","1","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187532","29","13","1","95","177","135","20","5","8","15","22","5","10","0","1","1","8","6","42","25","13","","","","","","1","165","11","16","12","","","94","8","37","4","298","262","209","210","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"324232","","1","","1","","","","","","","0","","","0","","","","","","0","0","","","","","1","","","","","","","","0","","","","","2","","","26","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,,
"187620","1","","","13","13","1","10","1","","2","6","1","","","","","","","","3","","","","","","1","","4","2","2","1","","","14","","6","1","29","36","8","8","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187639","2","1","","12","19","41","5","","","4","","","","","","","","","9","12","2","","","","","1","","36","","","","","","19","","","","39","46","36","41","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187648","15","3","","42","104","17","46","2","7","7","1","","","2","","","2","2","48","45","22","","","","","1","","18","14","39","49","","","103","","14","6","240","218","61","89","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187666","6","1","","22","20","23","4","","","3","","","1","","","","","","14","14","","","","1","","","","20","4","","","","","20","","4","","51","57","20","28","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"346731","1","2","0","4","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","2","6","0","0","26","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187745","0","0","0","4","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","4","0","0","0","","","1","0","0","0","5","5","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187815","1","0","0","11","12","10","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","","","","","","0","9","0","0","0","","","5","0","0","0","15","17","9","10","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"315315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187879","2","1","","1","1","2","","","","","","","","","","","","","1","","","","","","","1","1","4","","","","","","1","","2","","4","3","5","4","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10
"187897","16","7","0","20","81","0","14","0","0","27","20","7","14","0","0","0","9","0","27","3","5","","","","","1","0","0","29","0","0","","","67","0","5","0","194","122","16","19","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187903","15","3","","13","36","31","4","","","","2","","","","","","","1","12","6","5","","","","","1","1","41","2","","","","","31","","","","69","60","42","32","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187912","9","1","","13","55","","14","","","29","8","3","2","1","","","8","1","31","4","3","","","","","1","","","20","3","3","","","39","3","9","1","159","69","17","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187958","3","1","0","14","24","18","2","0","1","1","2","0","1","0","0","0","1","0","5","3","1","","","","","","0","22","1","1","1","","","11","1","4","0","36","32","25","25","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"187967","82","16","1","9","90","","73","1","","83","23","9","6","2","14","1","12","6","36","19","17","","","","","1","1","","89","","","","","66","","3","7","460","152","37","17","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187976","1","6","1","0","0","30","1","2","7","2","0","0","0","0","0","0","2","0","1","2","0","","","","","1","2","60","0","0","0","","","1","0","4","0","5","9","66","42","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"187985","239","221","14","330","957","160","523","54","154","391","481","40","55","15","3","1","","","","807","","","","","","1","6","251","193","","","","","592","8","120","58","2361","2446","362","504","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"187994","1","","","12","17","2","4","","","2","1","","","","","","","","2","5","3","","","","","1","","2","3","","","","","20","","3","1","30","41","2","5","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188003","1","","","9","10","","4","","","","1","","","","","","","","4","2","","","","","","1","","","1","","","","","12","","","1","21","24","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"188021","1","","","5","8","","3","","","","","","","","","","1","","2","3","1","","","","","1","","","2","","","","","7","1","2","","16","16","2","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188030","41","4","","127","493","9","686","22","27","113","50","4","29","3","1","","7","1","208","288","48","","","","","1","1","11","143","389","216","","","563","","60","26","1710","1083","435","342","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188049","3","1","","4","7","26","4","","1","","","","","","","","","","3","9","2","","","","","1","","28","","","","","","9","1","4","","17","25","29","31","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188058","11","4","0","18","30","20","9","2","0","6","13","0","3","0","0","0","0","0","10","9","3","","","","","1","0","36","3","0","0","","","14","0","0","0","69","61","38","23","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188067","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188076","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"326052","0","4","0","14","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","1","18","0","0","5","E","3",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188100","5","3","","22","40","46","11","","4","1","3","","2","","","","","","12","7","8","","","","","1","","50","4","","","","","37","","9","2","75","80","50","61","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188137","6","8","2","14","24","97","1","","","1","8","","","","","","","","1","5","","","","","","","","95","","","","","","23","","2","1","34","58","95","101","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10
"188146","8","3","1","14","27","31","9","4","6","2","2","3","1","","","","9","4","11","8","1","","","1","","","","52","2","","","","","26","1","10","2","61","54","69","53","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188182","2","2","0","6","12","5","3","0","1","1","2","0","0","0","0","0","0","0","3","4","2","","","","","","0","6","1","1","0","","","8","0","1","0","22","24","7","7","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"327295","1","1","1","2","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","","","","","1","0","0","0","1","0","","","0","0","0","0","3","4","2","1","6","E","9",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188261","2","","","5","10","","","","","1","1","","","","","","","","2","2","","","1","","","","","","","","","","","3","","","1","16","11","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"311854","4","3","0","3","4","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","8","6","0","0","26","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188304","14","10","","19","48","17","13","","1","","1","1","1","","","","","1","22","14","11","","","","","1","","7","10","12","15","","","41","","6","4","111","96","20","41","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"361008","1","","","2","","4","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","","1","","1","","1","3","1","6","2","E","3",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188340","9","1","","6","56","","3","1","","","","","","","","","1","","11","7","","","","","","1","","6","","","","","","12","","6","","79","26","8","6","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188359","0","0","0","3","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","2","0","0","0","","","1","0","0","0","5","5","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188429","15","11","","111","194","210","82","8","10","20","41","","","","","","","","63","154","14","","","","","1","","243","24","","","","","270","12","90","20","418","601","263","310","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188438","14","9","1","28","56","26","5","1","","1","","","","","","","","6","16","2","","","","","","1","","30","","","","","","29","","8","","92","68","31","41","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188456","","","1","","","1","","","","","","","","","","","","","","","","","1","1","","","","3","","","","","","","","1","","","","3","3","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"326803","4","3","0","2","2","4","","","","","","","","","","","","","","","","","","","","","0","4","","","","","","","","","","6","5","4","4","15","O","5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188517","2","2","0","8","8","6","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","0","5","0","0","0","","","3","0","0","0","11","15","5","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188526","6","2","","7","22","1","1","","","","","","","","1","","2","","","6","","1","1","1","","","","9","1","3","3","","","8","","1","","30","23","15","5","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188535","8","9","1","9","19","4","2","","","","1","","","","","","","","7","5","","","","1","","","","10","1","","","","","29","","4","1","38","53","10","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188571","","1","","6","1","4","","","","","","","","","","","","","","2","","1","","1","","","","","","","","","","6","","8","","1","15","","12","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188580","57","34","1","69","244","18","26","10","31","35","139","3","8","4","0","0","5","6","47","176","27","1","1","1","","","0","31","14","0","0","","","243","3","51","16","439","692","52","115","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188623","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188641","50","28","","42","132","22","","","","25","15","","1","0","","","1","1","24","","22","","","","","1","","11","30","","","","","103","","2","3","264","210","12","26","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188669","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188678","3","1","","13","4","13","2","","4","2","2","3","4","","","","","","4","6","","","","","","1","","9","","","","","","2","","1","","15","24","12","22","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"188687","1","1","0","6","6","5","0","0","0","0","1","0","0","0","0","0","0","0","1","3","2","","","","","","0","3","0","0","0","","","3","0","0","0","8","16","3","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188696","0","1","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","2","0","0","0","","","1","0","0","0","4","6","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"290254","3","3","","5","6","6","3","","","","","","","","","","","","2","7","","","","","","1","","3","","","","","","7","","","","14","22","3","6","2","O","2",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
"188827","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188845","2","2","0","6","12","5","3","0","1","1","2","0","0","0","0","0","0","0","3","5","2","","","","","","0","7","1","1","0","","","9","0","2","1","23","26","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188854","1","1","0","5","6","4","0","0","0","0","1","0","0","0","0","0","0","0","1","3","2","","","","","","0","3","0","0","0","","","3","0","0","0","8","15","3","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"293554","16","3","","1","41","","","","","15","20","5","5","","","","6","","18","","","","","","","","","7","","","","","","31","1","5","20","110","55","19","10","12","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188915","","1","1","10","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","1","","","","","14","","1","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188924","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"188933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"188942","2","1","0","6","11","5","2","0","0","1","2","0","0","0","0","0","0","0","2","4","1","","","","","","0","5","1","1","0","","","7","0","1","0","19","21","6","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"360430","1","2","","2","1","2","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","1","","","","2","5","1","2","13","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"189006","2","2","0","6","12","5","3","0","1","1","2","0","0","0","0","0","0","0","3","5","2","","","","","","0","7","1","1","0","","","9","0","2","1","23","26","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189015","5","5","","53","17","35","30","","1","","","","","","","","","","3","50","1","","","","","1","","3","2","","","","","19","","","11","68","128","3","36","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189033","1","1","0","6","10","4","2","0","0","1","1","0","0","0","0","0","0","0","2","3","1","","","","","","0","5","0","0","0","","","6","0","1","0","16","18","5","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"189088","18","10","","14","43","1","","3","4","7","23","3","6","","","","4","2","34","","18","","","","","1","","8","15","2","1","","","33","","18","","117","98","20","32","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"189097","26","78","12","96","69","68","","6","19","1","5","0","3","","2","3","9","6","57","9","8","","","","","1","3","39","15","","","","","83","19","48","33","201","279","78","159","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
