unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"153171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153214","","","","","24","133","33","17","8","11","16","242","7","105","41","27","115","1","7","303","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","1","0","2","3","0","0","4","10","0","4","0","11","28","3","0","10","56"
"153241","","","","","1","7","3","0","0","0","3","14","2","10","1","0","10","0","5","28","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","2","0","0","0","2","0","4","0","0","2","0","0","0","6"
"153250","","","","","34","62","0","0","0","0","6","102","5","10","0","0","16","0","0","31","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","7","0","0","1","0","0","2","10","2","14","0","3","23","0","0","11","53"
"153269","","","","","90","197","15","19","8","34","66","429","92","74","36","64","167","0","60","493","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","56","0","7","2","2","1","5","76","4","63","0","10","6","28","0","6","117"
"153278","","","","","5","41","32","0","2","9","9","98","0","18","20","0","34","0","6","78","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","22","0","1","0","4","1","3","31","0","7","0","3","6","0","0","12","28"
"153302","","","","","5","9","4","1","1","2","2","24","0","1","0","2","2","0","0","5","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","8"
"153311","","","","","14","82","33","12","5","0","12","158","5","71","77","4","112","0","5","274","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","93","1","0","2","4","0","0","100","0","134","5","2","17","1","0","8","167"
"153320","","","","","10","14","1","1","0","0","2","28","1","2","2","1","6","2","1","15","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","24","24","0","0","0","0","1","0","0","30","31"
"153366","","","","","11","44","19","3","2","11","13","103","9","6","17","4","43","0","22","101","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","4","0","2","0","1","0","5","12","0","13","0","10","5","0","0","12","40"
"153375","","","","","9","42","8","0","1","0","3","63","14","38","17","2","32","0","0","103","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","14","0","0","0","0","0","0","14","0","12","0","2","3","0","0","1","18"
"153384","","","","","7","87","48","7","0","21","38","208","1","52","62","23","42","9","50","239","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","1","0","1","0","1","0","2","6","0","8","0","6","12","5","0","8","39"
"153427","","","","","9","46","0","19","0","0","3","77","9","15","0","15","9","0","0","48","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","12","15","0","0","6","0","3","36","0","9","0","0","0","19","0","9","37"
"153445","","","","","29","70","15","6","2","3","14","139","18","45","25","2","55","0","7","152","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","8","0","0","0","0","0","5","16","5","70","0","2","2","0","0","8","87"
"153463","0","0","0","0","0","0","0","0","","","","0","0","1","0","0","","","","1","R","R","Z","Z","R","R","R","R","","","","Z","R","R","R","R","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"153472","","","","","19","77","12","9","0","3","24","144","4","50","25","10","60","0","7","156","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","2","0","0","0","0","5","0","5","0","6","1","0","0","1","13"
"153506","0","0","0","0","0","0","0","0","","","","0","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"153524","","","","","11","57","32","7","1","0","14","122","2","38","41","4","46","0","4","135","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","5","0","0","0","2","9","0","5","0","3","3","1","0","0","12"
"153533","","","","","14","49","19","4","0","0","15","101","2","21","18","0","32","0","4","77","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","1","0","13","0","0","0","2","16","0","7","0","51","21","0","0","7","86"
"153542","0","0","0","0","0","0","0","0","","","","0","1","1","0","0","","","","2","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"153551","","","","","0","2","0","0","0","0","0","2","3","20","1","0","3","0","0","27","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","5","0","17"
"153597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153603","","","","","349","1112","881","133","74","245","281","3075","146","321","535","96","914","12","246","2270","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","2","82","1511","60","6","5","1","5","1672","6","65","734","150","142","17","3","57","1174"
"153621","","","","","13","21","11","0","0","7","11","63","6","19","8","1","27","2","9","72","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","4","0","0","0","0","7","0","6","0","0","9","0","0","0","15"
"153630","","","","","16","67","20","0","1","8","0","112","5","45","23","0","61","0","0","134","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","0","4","0","0","1","8","0","9","0","3","20","0","0","10","42"
"153658","","","","","197","1350","1418","170","299","409","762","4605","60","384","2747","298","1992","32","833","6346","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","80","436","73","41","10","2","67","710","1","59","240","567","263","66","1","149","1346"
"153667","0","4","0","1","0","0","0","0","","","","0","1","9","2","0","","","","16","Z","R","Z","R","Z","Z","Z","Z","","","","Z","R","R","R","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","3","","0","0","","","","4"
"153676","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"153737","","","","","27","141","32","13","3","10","40","266","12","94","42","16","93","0","13","270","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","0","117","0","7","7","3","0","11","145","1","120","1","11","43","10","1","11","198"
"153746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153816","","","","","1","2","1","0","0","0","0","4","1","1","1","0","1","0","0","4","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","0","3","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","2"
"153825","","","","","6","97","40","0","0","3","19","165","0","22","42","0","34","0","36","134","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","8","0","7","0","0","0","4","19","0","10","0","1","11","0","1","1","24"
"151944","0","1","1","4","3","0","4","1","","","","8","2","1","3","3","","","","10","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","3","","0","0","","","","4","0","8","","0","0","","","","12"
"151962","","","","","2","2","0","0","0","0","0","4","1","0","0","0","0","0","0","1","","","","","R","R","Z","Z","Z","Z","Z","Z","R","R","Z","Z","Z","Z","Z","Z","R","R","Z","Z","Z","Z","Z","Z","Z","R","R","Z","Z","Z","Z","Z","Z","Z","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"152062","0","0","0","0","1","1","0","0","","","","2","1","1","1","0","","","","3","Z","Z","Z","Z","R","R","R","Z","","","","Z","R","R","R","Z","","","","Z","R","R","","R","Z","","","","Z","R","R","","R","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"152080","","","","","275","533","376","62","35","39","343","1663","124","92","185","62","596","8","369","1436","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","180","649","199","8","2","0","40","1079","5","53","310","69","117","27","0","114","695"
"152099","","","","","4","17","14","0","1","0","3","39","1","8","15","2","13","0","6","45","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","31","0","2","0","3","0","1","37","0","22","0","1","6","0","0","5","34"
"152211","0","0","0","1","0","0","0","0","","","","0","1","1","0","0","","","","2","Z","Z","Z","R","Z","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","1","","0","0","","","","1","0","1","","0","0","","","","2"
"152248","","","","","30","140","16","20","0","14","30","250","7","86","46","8","95","1","21","264","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","123","15","3","0","0","1","6","148","0","63","66","4","32","1","1","7","174"
"152266","","","","","11","53","8","9","0","5","16","102","2","30","17","5","39","2","7","102","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","67","0","1","0","1","0","1","70","0","51","2","5","3","1","0","5","67"
"152284","0","0","0","0","1","0","0","0","","","","1","0","1","0","0","","","","1","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"152318","","","","","17","92","20","13","0","14","18","174","0","7","13","1","38","0","16","75","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","4","47","1","0","0","0","1","53","0","3","2","1","1","0","0","1","8"
"152327","0","0","0","0","0","0","0","0","","","","0","1","1","1","0","","","","3","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"152336","","","","","3","24","14","1","2","3","8","55","2","11","16","2","16","0","3","50","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","19","0","0","0","0","0","4","23","0","18","0","0","9","0","0","1","28"
"152363","","","","","8","34","14","1","0","3","34","94","6","9","15","5","21","0","21","77","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","7","0","2","0","0","0","1","10","0","11","0","7","6","0","0","25","49"
"152381","","","","","2","14","3","0","0","2","0","21","3","26","19","3","18","0","14","83","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","14","0","0","1","0","0","2","17","0","37","0","0","1","0","0","3","41"
"152390","","","","","7","80","14","9","2","11","21","144","21","91","21","20","65","2","37","257","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","22","0","1","1","1","0","2","27","0","35","0","0","1","4","0","0","40"
"152406","","","","","0","13","2","0","0","0","0","15","0","1","1","3","0","0","0","5","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","0","0","8","0","1","0","14","26","1","4","0","4","11","1","0","36","57"
"152415","0","1","0","0","1","1","0","0","","","","2","7","5","7","0","","","","20","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","2","","0","0","","","","2","1","4","","4","0","","","","9"
"152424","1","0","0","0","1","1","0","0","","","","3","6","5","7","0","","","","18","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","1","4","","0","0","","","","5","0","3","","4","0","","","","7"
"152451","","","","","2","7","0","0","0","0","0","9","2","2","0","0","3","0","0","7","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","0","0","8","0","1","0","14","26","1","1","0","4","11","1","0","36","54"
"152497","0","2","0","0","2","0","0","0","","","","2","3","16","2","0","","","","23","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","1","0","","1","0","","","","2"
"152503","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","R","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","4","0","","0","0","","","","4"
"152530","","","","","45","96","0","6","0","0","22","169","24","28","0","4","57","0","22","135","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","21","1","0","0","0","0","0","22","0","21","3","9","16","0","0","6","55"
"152567","","","","","16","64","4","11","0","11","23","129","12","11","7","14","24","0","5","73","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","1","0","1","0","4","6","0","0","0","0","4","0","0","1","5"
"152600","","","","","76","168","15","8","0","22","51","340","82","71","9","3","114","0","105","384","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","4","28","0","0","0","0","1","25","58","9","39","0","0","37","0","0","56","141"
"152637","","","","","5","232","76","32","7","29","68","449","0","150","105","25","159","0","26","465","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","131","0","2","13","23","0","45","214","0","78","0","10","49","23","0","53","213"
"152664","0","0","0","0","0","0","0","0","","","","0","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","Z","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"152673","","","","","27","87","1","0","1","22","21","159","12","12","2","7","40","0","1","74","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","5","0","0","0","0","0","0","5","0","2","0","2","3","0","0","1","8"
"152725","0","0","0","0","0","1","0","0","","","","1","0","2","0","0","","","","2","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","R","0","0","","0","0","","","","0","0","3","","0","0","","","","3"
"152734","","","","","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","","","","","R","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","0","7","0","0","0","0","0","0","7","0","2","0","0","0","0","0","0","2"
"152789","0","4","0","2","1","0","0","0","","","","1","3","10","0","1","","","","18","Z","R","Z","R","R","Z","Z","Z","","","","Z","R","R","Z","R","","","","Z","Z","Z","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","1","3","","0","0","","","","6"
"152822","","","","","3","11","9","0","0","0","6","29","2","18","21","0","11","0","5","57","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","11","0","0","0","0","0","9","20","0","9","0","8","9","0","0","4","30"
"152965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152983","0","0","0","0","0","0","0","0","","","","0","1","3","0","0","","","","4","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"152992","","","","","7","40","14","2","0","5","3","71","5","30","23","1","28","2","5","94","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","0","0","0","0","0","2","0","0","0","3","5","1","0","1","10"
"153001","","","","","6","53","27","4","1","1","18","110","0","18","36","3","30","1","8","96","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","3","0","1","1","1","6","0","0","0","0","21","3","0","4","28"
"153074","0","1","0","0","1","0","1","0","","","","2","3","5","2","0","","","","11","Z","R","Z","Z","R","Z","R","Z","","","","Z","R","R","R","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"153083","1","0","0","0","1","0","0","0","","","","2","0","9","1","0","","","","10","R","Z","Z","Z","R","Z","Z","Z","","","","Z","Z","R","R","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"151139","0","0","0","1","1","0","0","0","","","","1","1","3","0","0","","","","4","Z","Z","Z","R","R","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","1"
"151148","","","","","22","32","4","1","3","1","6","69","16","21","9","2","25","2","9","84","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","3","32","2","2","1","1","0","3","44","2","24","2","4","1","7","0","2","42"
"151157","0","0","0","0","0","1","0","0","","","","1","2","3","1","0","","","","6","Z","Z","Z","Z","Z","R","Z","Z","","","","R","R","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","1","","0","0","","","","1","0","1","","0","0","","","","1"
"151166","0","0","0","0","2","8","0","0","","","","10","9","5","0","0","","","","14","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","2","","0","0","","","","2","0","4","","0","0","","","","4"
"151184","0","0","0","0","0","1","0","0","","","","1","1","2","3","0","","","","6","Z","Z","Z","Z","Z","R","Z","Z","","","","Z","R","R","R","Z","","","","Z","Z","R","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","2","","0","0","","","","2","0","0","","0","0","","","","0"
"151193","0","0","0","0","0","2","0","0","","","","2","4","2","0","0","","","","6","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","3","","0","0","","","","3","0","2","","0","0","","","","2"
"151209","0","0","0","0","1","2","0","0","","","","3","4","5","2","0","","","","11","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
"151227","0","0","0","0","0","0","0","0","","","","0","3","2","0","0","","","","5","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","1","","0","0","","","","1","0","2","","0","0","","","","2"
"151236","0","1","0","0","0","1","0","0","","","","1","2","1","0","0","","","","4","Z","R","Z","Z","Z","R","Z","Z","","","","R","R","R","Z","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","2","","0","0","","","","2","0","1","","0","0","","","","1"
"151245","0","0","0","1","0","0","0","0","","","","0","3","4","0","0","","","","7","Z","Z","R","R","R","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","2","","0","0","","","","2","0","0","","0","0","","","","1"
"151263","","","","","15","58","19","4","0","10","12","118","5","54","21","7","63","0","9","159","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","106","0","0","1","1","0","18","126","0","72","0","0","19","6","0","2","99"
"151281","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","","","","0","Z","Z","Z","Z","R","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","2","","0","0","","","","2","1","10","","0","0","","","","11"
"151290","","","","","7","16","8","0","0","0","8","39","2","2","9","0","11","0","4","28","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","19","0","3","1","0","0","15","38","0","20","0","0","6","0","0","1","27"
"151306","","","","","30","94","16","10","3","18","21","192","16","56","39","6","101","0","18","236","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","104","0","1","4","0","1","6","116","0","92","0","8","36","0","1","2","139"
"151324","","","","","72","425","125","19","17","88","154","900","14","201","114","32","348","4","153","866","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","51","0","5","5","3","3","63","130","0","71","0","12","42","3","0","33","161"
"151333","","","","","12","31","10","1","1","2","9","66","3","29","22","1","42","0","2","99","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","76","0","0","0","10","0","0","86","0","62","0","2","0","42","0","0","106"
"151342","","","","","38","97","17","1","1","17","23","194","8","38","40","7","82","2","13","190","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","173","0","8","8","9","0","0","199","2","207","3","10","2","28","0","0","252"
"151351","","","","","312","972","816","187","110","440","484","3321","62","285","728","111","1453","34","552","3225","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","6","185","1766","37","11","48","0","0","2053","5","116","1453","70","10","155","0","0","1809"
"151360","","","","","35","92","21","6","1","20","12","187","9","42","33","13","98","0","14","209","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","1","98","1","3","0","5","0","0","108","3","115","0","2","5","14","0","1","140"
"151379","","","","","18","68","20","4","2","9","17","138","2","44","28","0","82","2","4","162","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","106","0","0","1","3","0","0","110","0","97","0","1","0","11","0","0","109"
"151388","","","","","13","10","9","0","1","1","1","35","8","25","24","1","35","0","3","96","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","3","59","0","0","1","5","0","0","68","1","43","0","4","0","15","0","0","63"
"151458","","","","","2","2","0","0","0","0","0","4","7","7","10","0","3","0","0","27","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","13","0","0","0","0","0","0","13","0","10","0","13","0","0","0","0","23"
"151467","","","","","3","1","0","0","0","0","0","4","3","11","6","0","2","0","0","22","","","","","R","R","Z","Z","Z","Z","Z","Z","R","R","R","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"151494","","","","","4","19","4","0","0","0","0","27","1","2","12","0","8","0","0","23","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","5","0","0","0","0","0","0","5","0","1","0","0","1","0","0","0","2"
