unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"104188","0","0","1","0","2","0","0","0","","","","2","1","0","5","0","","","","6","Z","Z","R","Z","R","Z","R","Z","","","","T","R","Z","R","Z","","","","T","Z","R","","Z","Z","","","","T","Z","R","","R","Z","","","","T","0","9","","0","0","","","","10","0","7","","4","0","","","","11"
"104249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104346","","","","","17","66","12","3","2","9","25","134","6","28","11","11","45","1","2","104","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","114","0","11","5","8","0","5","144","0","117","0","14","10","22","0","0","163"
"104364","0","0","2","5","2","6","0","0","","","","8","5","9","9","0","","","","23","R","R","R","R","R","R","R","Z","","","","R","R","R","R","Z","","","","R","Z","R","","R","Z","","","","R","Z","R","","R","Z","","","","R","0","10","","5","0","","","","17","0","10","","6","0","","","","21"
"104416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104425","","","","","25","65","0","3","2","14","29","138","21","35","0","6","38","0","4","104","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","138","0","1","1","2","0","7","149","0","70","0","3","24","8","0","1","106"
"104531","","","","","9","47","4","1","2","0","3","66","15","8","8","0","38","0","1","70","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","2"
"104577","","","","","14","50","12","3","3","10","11","103","2","12","10","3","31","0","2","60","","","","","R","R","R","R","R","R","R","Z","R","R","R","R","R","Z","R","Z","Z","R","Z","Z","Z","R","R","Z","Z","Z","R","Z","Z","Z","R","Z","Z","Z","0","102","0","0","0","2","1","0","105","0","74","0","0","0","6","0","0","80"
"104638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"104665","","","","","2","15","2","0","0","2","1","22","2","5","8","0","2","0","0","17","","","","","R","R","R","Z","Z","R","R","Z","R","R","R","Z","R","Z","Z","Z","R","R","Z","R","Z","Z","Z","Z","Z","Z","R","Z","R","R","R","Z","R","Z","1","13","0","1","0","0","0","0","15","0","7","0","1","4","2","0","2","16"
"104708","","","","","6","111","9","24","8","6","28","192","9","85","13","15","76","0","4","202","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
