unitid,arank,"xstaff01",staff01,"xstaff02",staff02,"xstaff03",staff03,"xstaff04",staff04,"xstaff05",staff05,"xstaff06",staff06,"xstaff07",staff07,"xstaff08",staff08,"xstaff09",staff09,"xstaff10",staff10,"xstaff11",staff11,"xstaff12",staff12,"xstaff13",staff13,"xstaff14",staff14,"xstaff15",staff15,"xstaff16",staff16,stat_s
"117946","9",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"3",13,"0",13,"0",13,"0",10,"4",10,"2","1"
"117946","10",13,"0",13,"0",10,"6",10,"4",13,"0",13,"0",10,"2",10,"6",10,"5",10,"5",10,"22",10,"18",10,"1",10,"2",10,"36",10,"35","1"
"117946","14",13,"0",13,"0",10,"6",10,"6",13,"0",13,"0",10,"3",10,"6",10,"5",10,"5",10,"25",10,"18",10,"1",10,"2",10,"40",10,"37","1"
"117946","17",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",10,"1",13,"0",10,"1",10,"3",10,"5",10,"7",13,"0",13,"0",10,"7",10,"11","1"
"117946","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",13,"0",13,"0",13,"0",10,"3",13,"0","1"
"117946","20",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1",13,"0",10,"1",10,"4",10,"9",13,"0",13,"0",10,"4",10,"12","1"
"117946","21",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",10,"1",10,"1",10,"1",10,"4",10,"12",10,"16",13,"0",13,"0",10,"14",10,"23","1"
"117946","22",13,"0",13,"0",10,"13",10,"9",10,"1",13,"0",10,"17",10,"10",10,"12",10,"15",10,"197",10,"96",10,"1",10,"2",10,"241",10,"132","1"
"118198","20",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",10,"6",10,"3",13,"0",10,"7",10,"7","2"
"118198","21",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",10,"6",10,"3",13,"0",10,"7",10,"7","2"
"118198","22",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",10,"6",10,"3",13,"0",10,"7",10,"7","2"
"118259","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",10,"7",13,"0",13,"0",10,"2",10,"8","1"
"118259","21",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",10,"7",13,"0",13,"0",10,"2",10,"8","1"
"118259","22",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",10,"7",13,"0",13,"0",10,"2",10,"8","1"
"118277","18",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",10,"1",10,"3",10,"1",13,"0",10,"9",10,"44",10,"1",13,"0",10,"13",10,"50","1"
"118277","20",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1","1"
"118277","21",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",10,"1",10,"3",10,"1",13,"0",10,"9",10,"45",10,"1",13,"0",10,"13",10,"51","1"
"118277","22",13,"0",13,"0",10,"1",10,"3",13,"0",13,"0",10,"1",10,"3",10,"1",13,"0",10,"9",10,"45",10,"1",13,"0",10,"13",10,"51","1"
"118286","18",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"3",10,"9",13,"0",10,"10",10,"4","2"
"118286","21",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"3",10,"9",13,"0",10,"10",10,"4","2"
"118286","22",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"3",10,"9",13,"0",10,"10",10,"4","2"
"118347","4",10,"0",10,"0",10,"5",10,"2",10,"0",10,"0",10,"0",10,"4",10,"4",10,"3",10,"47",10,"41",10,"0",10,"0",10,"56",10,"50","1"
"118347","7",10,"0",10,"0",10,"5",10,"2",10,"0",10,"0",10,"0",10,"4",10,"4",10,"3",10,"47",10,"41",10,"0",10,"0",10,"56",10,"50","1"
"118347","11",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"2",10,"8",10,"10",10,"0",10,"0",10,"10",10,"13","1"
"118347","14",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"2",10,"8",10,"10",10,"0",10,"0",10,"10",10,"13","1"
"118347","18",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0","1"
"118347","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0","1"
"118347","22",10,"0",10,"0",10,"6",10,"2",10,"0",10,"0",10,"2",10,"5",10,"4",10,"5",10,"55",10,"51",10,"0",10,"0",10,"67",10,"63","1"
"118541","15",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"10",10,"9",13,"0",13,"0",10,"10",10,"10","1"
"118541","16",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",10,"8",13,"0",13,"0",10,"4",10,"8","1"
"118541","17",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",10,"2",13,"0",13,"0",10,"4",10,"2","1"
"118541","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",10,"3",13,"0",13,"0",10,"1",10,"3","1"
"118541","21",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"18",10,"22",13,"0",13,"0",10,"19",10,"23","1"
"118541","22",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"18",10,"22",13,"0",13,"0",10,"19",10,"23","1"
"118684","4",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"2",10,"0",10,"21",10,"16",10,"0",10,"0",10,"23",10,"17","1"
"118684","7",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"2",10,"0",10,"21",10,"16",10,"0",10,"0",10,"23",10,"17","1"
"118684","11",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"6",10,"6",10,"0",10,"0",10,"7",10,"6","1"
"118684","14",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"6",10,"6",10,"0",10,"0",10,"7",10,"6","1"
"118684","22",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"2",10,"0",10,"27",10,"22",10,"0",10,"0",10,"30",10,"23","1"
"118693","15",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",13,"0",10,"10",10,"1",10,"0",10,"0",10,"11",10,"1","1"
"118693","16",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"3",10,"2",10,"0",10,"0",10,"3",10,"2","1"
"118693","17",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"2",10,"4",10,"0",10,"0",10,"3",10,"5","1"
"118693","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"1",10,"0",10,"15",10,"7",10,"0",10,"0",10,"17",10,"8","1"
"118693","22",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"1",10,"0",10,"15",10,"7",10,"0",10,"0",10,"17",10,"8","1"
"118709","16",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"1",13,"0",13,"0",10,"3",10,"1","1"
"118709","17",10,"2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"1",13,"0",13,"0",10,"4",10,"1","1"
"118709","21",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",10,"2",13,"0",13,"0",10,"7",10,"2","1"
"118709","22",10,"3",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4",10,"2",13,"0",13,"0",10,"7",10,"2","1"
"118718","4",10,"0",10,"2",10,"2",10,"1",10,"0",10,"0",10,"5",10,"2",10,"4",11,"5",11,"46",11,"38",10,"0",10,"0",10,"57",10,"48","1"
"118718","7",10,"0",10,"2",10,"2",10,"1",10,"0",10,"0",10,"5",10,"2",10,"4",10,"5",10,"46",10,"38",10,"0",10,"0",10,"57",10,"48","1"
"118718","11",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"2",10,"1",10,"0",10,"2",11,"14",11,"6",10,"0",10,"0",10,"16",10,"11","1"
"118718","14",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"2",10,"1",10,"0",10,"2",10,"14",10,"6",10,"0",10,"0",10,"16",10,"11","1"
"118718","18",10,"1",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"2",10,"1",10,"2",10,"5",11,"14",11,"0",11,"0",10,"8",10,"19","1"
"118718","21",10,"1",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"2",10,"1",10,"2",10,"5",10,"14",10,"0",10,"0",10,"8",10,"19","1"
"118718","22",10,"1",10,"2",10,"3",10,"3",10,"0",10,"1",10,"7",10,"5",10,"5",10,"9",10,"65",10,"58",10,"0",10,"0",10,"81",10,"78","1"
"118772","4",10,"0",10,"1",10,"9",10,"7",10,"0",10,"0",10,"2",10,"4",10,"1",10,"4",10,"17",10,"19",10,"0",10,"0",10,"29",10,"35","1"
"118772","7",10,"0",10,"1",10,"9",10,"7",10,"0",10,"0",10,"2",10,"4",10,"1",10,"4",10,"17",10,"19",10,"0",10,"0",10,"29",10,"35","1"
"118772","11",10,"0",10,"1",10,"0",10,"7",10,"0",10,"0",10,"0",10,"1",10,"1",10,"1",10,"5",10,"4",10,"0",10,"0",10,"6",10,"14","1"
"118772","14",10,"0",10,"1",10,"0",10,"7",10,"0",10,"0",10,"0",10,"1",10,"1",10,"1",10,"5",10,"4",10,"0",10,"0",10,"6",10,"14","1"
"118772","18",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"118772","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"118772","22",10,"0",10,"2",10,"9",10,"14",10,"0",10,"0",10,"2",10,"5",10,"2",10,"5",10,"22",10,"24",10,"0",10,"0",10,"35",10,"50","1"
"118888","1",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",10,"2",10,"1",13,"0",10,"18",10,"17",13,"0",13,"0",10,"20",10,"19","1"
"118888","2",13,"0",13,"0",13,"0",10,"2",13,"0",10,"1",13,"0",10,"1",13,"0",10,"2",10,"6",10,"5",13,"0",10,"1",10,"6",10,"12","1"
"118888","7",13,"0",13,"0",10,"1",10,"2",13,"0",10,"1",13,"0",10,"3",10,"1",10,"2",10,"24",10,"22",13,"0",10,"1",10,"26",10,"31","1"
"118888","9",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1","1"
"118888","10",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",10,"1",10,"1",10,"1",10,"1",10,"4",10,"9",13,"0",13,"0",10,"6",10,"13","1"
"118888","14",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",10,"1",10,"1",10,"1",10,"1",10,"4",10,"10",13,"0",13,"0",10,"6",10,"14","1"
"118888","15",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"2",13,"0",13,"0",13,"0",10,"3",13,"0","1"
"118888","17",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",10,"2",10,"2","1"
"118888","19",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"2",13,"0",13,"0",10,"2",10,"2","1"
"118888","21",10,"1",13,"0",10,"1",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"4",10,"4",13,"0",13,"0",10,"7",10,"4","1"
"118888","22",10,"1",13,"0",10,"2",10,"4",13,"0",10,"1",10,"1",10,"4",10,"3",10,"3",10,"32",10,"36",13,"0",10,"1",10,"39",10,"49","1"
"118912","4",10,"0",10,"0",10,"1",10,"3",10,"0",10,"0",10,"3",10,"2",10,"8",10,"4",10,"33",10,"38",10,"0",10,"0",10,"45",10,"47","1"
"118912","7",10,"0",10,"0",10,"1",10,"3",10,"0",10,"0",10,"3",10,"2",10,"8",10,"4",10,"33",10,"38",10,"0",10,"0",10,"45",10,"47","1"
"118912","11",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"3",10,"2",10,"12",10,"15",10,"0",10,"0",10,"16",10,"18","1"
"118912","14",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"3",10,"2",10,"12",10,"15",10,"0",10,"0",10,"16",10,"18","1"
"118912","18",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"118912","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",13,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"118912","22",10,"0",10,"0",10,"1",10,"3",10,"0",10,"1",10,"4",10,"2",10,"11",10,"6",10,"45",10,"54",10,"0",10,"0",10,"61",10,"66","1"
"118930","4",10,"11",11,"14",10,"5",10,"3",10,"0",10,"0",10,"16",10,"23",10,"14",10,"5",10,"97",10,"92",10,"4",10,"0",10,"147",10,"137","1"
"118930","7",10,"11",10,"14",10,"5",10,"3",10,"0",10,"0",10,"16",10,"23",10,"14",10,"5",10,"97",10,"92",10,"4",10,"0",10,"147",10,"137","1"
"118930","11",10,"4",11,"3",10,"0",10,"1",10,"0",10,"0",10,"2",10,"1",10,"2",10,"4",10,"11",10,"17",10,"1",10,"0",10,"20",10,"26","1"
"118930","14",10,"4",10,"3",10,"0",10,"1",10,"0",10,"0",10,"2",10,"1",10,"2",10,"4",10,"11",10,"17",10,"1",10,"0",10,"20",10,"26","1"
"118930","18",10,"0",11,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"3",10,"0",10,"1",10,"4",10,"4",10,"0",10,"0",10,"4",10,"10","1"
"118930","21",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"3",10,"0",10,"1",10,"4",10,"4",10,"0",10,"0",10,"4",10,"10","1"
"118930","22",10,"15",10,"18",10,"5",10,"5",10,"0",10,"0",10,"18",10,"27",10,"16",10,"10",10,"112",10,"113",10,"5",10,"0",10,"171",10,"173","1"
"118967","18",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",10,"5",13,"0",10,"5",10,"2",13,"0",13,"0",10,"13",10,"2","1"
"118967","21",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",10,"5",13,"0",10,"5",10,"2",13,"0",13,"0",10,"13",10,"2","1"
"118967","22",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",10,"5",13,"0",10,"5",10,"2",13,"0",13,"0",10,"13",10,"2","1"
"118976","4",10,"0",10,"1",10,"1",10,"1",10,"1",10,"0",10,"2",10,"3",10,"2",10,"2",10,"63",10,"28",10,"0",10,"1",10,"69",10,"36","1"
"118976","7",10,"0",10,"1",10,"1",10,"1",10,"1",10,"0",10,"2",10,"3",10,"2",10,"2",10,"63",10,"28",10,"0",10,"1",10,"69",10,"36","1"
"118976","11",10,"3",10,"1",10,"3",10,"2",10,"0",10,"2",10,"2",10,"4",10,"9",10,"10",10,"59",10,"54",10,"1",10,"4",10,"77",10,"77","1"
"118976","14",10,"3",10,"1",10,"3",10,"2",10,"0",10,"2",10,"2",10,"4",10,"9",10,"10",10,"59",10,"54",10,"1",10,"4",10,"77",10,"77","1"
"118976","22",10,"3",10,"2",10,"4",10,"3",10,"1",10,"2",10,"4",10,"7",10,"11",10,"12",10,"122",10,"82",10,"1",10,"5",10,"146",10,"113","1"
"119058","1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"2",10,"0","1"
"119058","7",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"2",10,"0","1"
"119058","15",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"1",10,"0",10,"0",10,"7",10,"5",10,"0",10,"0",10,"9",10,"6","1"
"119058","16",10,"1",10,"0",10,"0",10,"1",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"6",10,"4",10,"0",10,"0",10,"9",10,"5","1"
"119058","17",10,"2",10,"3",10,"2",10,"0",10,"0",10,"0",10,"0",10,"4",10,"0",10,"1",10,"6",10,"7",10,"0",10,"0",10,"10",10,"15","1"
"119058","18",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"119058","20",10,"2",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"2",10,"0",10,"0",10,"3",10,"3","1"
"119058","21",10,"5",10,"4",10,"2",10,"1",10,"0",10,"0",10,"3",10,"5",10,"1",10,"1",10,"20",10,"19",10,"0",10,"0",10,"31",10,"30","1"
"119058","22",10,"5",10,"4",10,"2",10,"1",10,"0",10,"0",10,"3",10,"5",10,"2",10,"1",10,"21",10,"19",10,"0",10,"0",10,"33",10,"30","1"
"119067","4",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"2",10,"0",10,"1",10,"2",10,"38",10,"34",10,"0",10,"0",10,"43",10,"36","1"
"119067","7",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"2",10,"0",10,"1",10,"2",10,"38",10,"34",10,"0",10,"0",10,"43",10,"36","1"
"119067","11",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"3",10,"1",10,"10",10,"7",10,"0",10,"0",10,"15",10,"9","1"
"119067","14",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"3",10,"1",10,"10",10,"7",10,"0",10,"0",10,"15",10,"9","1"
"119067","18",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"0",10,"0",10,"2",10,"9",10,"0",10,"0",10,"2",10,"11","1"
"119067","21",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"0",10,"0",10,"2",10,"9",10,"0",10,"0",10,"2",10,"11","1"
"119067","22",10,"0",10,"0",10,"2",10,"0",10,"1",10,"0",10,"3",10,"3",10,"4",10,"3",10,"50",10,"50",10,"0",10,"0",10,"60",10,"56","1"
"119137","4",10,"0",10,"5",10,"3",10,"2",10,"0",10,"0",10,"1",10,"4",10,"7",10,"7",10,"57",10,"51",10,"2",10,"1",10,"70",10,"70","1"
"119137","7",10,"0",10,"5",10,"3",10,"2",10,"0",10,"0",10,"1",10,"4",10,"7",10,"7",10,"57",10,"51",10,"2",10,"1",10,"70",10,"70","1"
"119137","11",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"1",10,"1",10,"8",10,"12",10,"0",10,"1",10,"10",10,"16","1"
"119137","14",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"1",10,"1",10,"8",10,"12",10,"0",10,"1",10,"10",10,"16","1"
"119137","22",10,"1",10,"5",10,"3",10,"2",10,"0",10,"0",10,"1",10,"6",10,"8",10,"8",10,"65",10,"63",10,"2",10,"2",10,"80",10,"86","1"
"119164","4",11,"2",11,"1",11,"6",11,"5",11,"2",10,"0",11,"2",11,"2",11,"9",11,"8",11,"65",11,"59",10,"0",10,"0",10,"86",10,"75","1"
"119164","7",10,"2",10,"1",10,"6",10,"5",10,"2",10,"0",10,"2",10,"2",10,"9",10,"8",10,"65",10,"59",10,"0",10,"0",10,"86",10,"75","1"
"119164","11",11,"2",11,"1",11,"1",11,"0",10,"0",10,"0",11,"5",11,"2",11,"5",11,"7",11,"34",11,"24",10,"0",10,"0",10,"47",10,"34","1"
"119164","14",10,"2",10,"1",10,"1",10,"0",10,"0",10,"0",10,"5",10,"2",10,"5",10,"7",10,"34",10,"24",10,"0",10,"0",10,"47",10,"34","1"
"119164","18",11,"2",11,"3",11,"3",11,"3",11,"0",11,"0",11,"5",11,"5",11,"6",11,"4",11,"37",11,"35",10,"0",10,"0",10,"53",10,"50","1"
"119164","21",10,"2",10,"3",10,"3",10,"3",10,"0",10,"0",10,"5",10,"5",10,"6",10,"4",10,"37",10,"35",10,"0",10,"0",10,"53",10,"50","1"
"119164","22",10,"6",10,"5",10,"10",10,"8",10,"2",10,"0",10,"12",10,"9",10,"20",10,"19",10,"136",10,"118",10,"0",10,"0",10,"186",10,"159","1"
"119173","1",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"1",10,"2",10,"8",10,"1",10,"1",10,"3",10,"11","2"
"119173","2",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2",10,"11",13,"0",10,"1",10,"2",10,"12","2"
"119173","3",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",10,"1",10,"7",13,"0",10,"1",10,"1",10,"11","2"
"119173","7",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"3",13,"0",10,"1",10,"5",10,"26",10,"1",10,"3",10,"6",10,"34","2"
"119173","9",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"3",10,"3",10,"1",13,"0",10,"4",10,"3","2"
"119173","10",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"3",10,"4",13,"0",10,"1",10,"4",10,"5","2"
"119173","11",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"1",13,"0",10,"2","2"
"119173","13",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"1","2"
"119173","14",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",13,"0",10,"6",10,"9",10,"1",10,"2",10,"8",10,"11","2"
"119173","17",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"3",13,"0",13,"0",13,"0",10,"6","2"
"119173","18",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5",13,"0",10,"2",13,"0",10,"7","2"
"119173","20",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1",10,"1",13,"0",13,"0",10,"1",10,"1",10,"2","2"
"119173","21",13,"0",13,"0",13,"0",10,"1",13,"0",13,"0",13,"0",10,"2",13,"0",10,"1",10,"1",10,"8",13,"0",10,"3",10,"1",10,"15","2"
"119173","22",13,"0",13,"0",13,"0",10,"2",13,"0",13,"0",13,"0",10,"5",10,"1",10,"2",10,"12",10,"43",10,"2",10,"8",10,"15",10,"60","2"
"119216","1",10,"0",10,"0",10,"2",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"9",10,"5",10,"0",10,"0",10,"13",10,"5","1"
"119216","2",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"0",10,"0",10,"2",10,"0",10,"7",10,"5",10,"0",10,"0",10,"10",10,"5","1"
"119216","3",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"1",10,"5",10,"7",10,"0",10,"0",10,"6",10,"8","1"
"119216","4",10,"0",10,"0",10,"0",10,"1",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1",10,"7",10,"5",10,"0",10,"0",10,"7",10,"8","1"
"119216","7",10,"0",10,"0",10,"3",10,"1",10,"1",10,"1",10,"2",10,"0",10,"2",10,"2",10,"28",10,"22",10,"0",10,"0",10,"36",10,"26","1"
"119216","10",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"1",10,"0",10,"0",10,"0",10,"1","1"
"119216","11",10,"0",10,"0",10,"0",10,"3",10,"0",10,"1",10,"0",10,"0",10,"0",10,"2",10,"18",10,"18",10,"0",10,"0",10,"18",10,"24","1"
"119216","14",10,"0",10,"0",10,"0",10,"3",10,"0",10,"1",10,"0",10,"0",10,"0",10,"2",10,"18",10,"19",10,"0",10,"0",10,"18",10,"25","1"
"119216","18",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"3",10,"2",10,"0",10,"0",10,"5",10,"4","1"
"119216","21",10,"0",10,"0",10,"1",10,"1",10,"0",10,"0",10,"0",10,"1",10,"1",10,"0",10,"3",10,"2",10,"0",10,"0",10,"5",10,"4","1"
"119216","22",10,"0",10,"0",10,"4",10,"5",10,"1",10,"2",10,"2",10,"1",10,"3",10,"4",10,"49",10,"43",10,"0",10,"0",10,"59",10,"55","1"
"119270","18",10,"0",10,"0",10,"5",10,"1",10,"0",10,"0",10,"1",10,"0",10,"3",10,"0",10,"40",10,"8",10,"0",10,"0",10,"49",10,"9","2"
"119270","21",10,"0",10,"0",10,"5",10,"1",10,"0",10,"0",10,"1",10,"0",10,"3",10,"0",10,"40",10,"8",10,"0",10,"0",10,"49",10,"9","2"
"119270","22",10,"0",10,"0",10,"5",10,"1",10,"0",10,"0",10,"1",10,"0",10,"3",10,"0",10,"40",10,"8",10,"0",10,"0",10,"49",10,"9","2"
"119331","4",10,"0",10,"0",10,"3",10,"1",10,"0",10,"0",10,"1",10,"0",10,"8",10,"3",10,"33",10,"34",10,"0",10,"0",10,"45",10,"38","1"
"119331","7",10,"0",10,"0",10,"3",10,"1",10,"0",10,"0",10,"1",10,"0",10,"8",10,"3",10,"33",10,"34",10,"0",10,"0",10,"45",10,"38","1"
"119331","11",10,"1",10,"0",10,"0",10,"1",10,"1",10,"1",10,"1",10,"1",10,"0",10,"0",10,"9",10,"9",10,"0",10,"0",10,"12",10,"12","1"
"119331","14",10,"1",10,"0",10,"0",10,"1",10,"1",10,"1",10,"1",10,"1",10,"0",10,"0",10,"9",10,"9",10,"0",10,"0",10,"12",10,"12","1"
